order_id,customer_id,store_id,employee_id,order_date,payment_method,discount_pct,order_status
2615,111,5,41,18/05/2025,Cash,0.0,Completed
2616,919,7,63,23 Apr 2023,Gift Card,0.0,Completed
2617,828,13,9,2024-03-12,credit card,0.25,Returned
2618,1049,11,25,2024/05/18,credit card,5%,Returned
2619,366,77,7,2024-05-05,,0.0,Completed
2620,573,2,87,02/02/2025,Gift Card,0.0,Completed
2621,446,2,27,11-01-2025,Debit  Card,0.0,Completed
2622,988,77,51,10/04/2024,PayPal,0.0,Cancelled
2623,364,2,5,27-10-2025,Store Credit,0.1,Completed
2624,698,2,62,31/05/2023,CASH,0.1,Completed
2625,561,11,8,10/05/2024,Cash,0.05,Completed
2626,654,2,79,18-11-2023,Debit  Card,0.0,Completed
2627,1089,12,56,02 Jun 2026,Gift Card,0.1,Completed
2628,919,8,13,2025-03-11,Gift Card,0.05,Completed
2629,177,8,49,11 May 2025,Debit  Card,0.1,Completed
2630,351,11,57,30-12-2025,PayPal,0.05,Completed
2631,595,4,1,03/04/2026,Store Credit,5%,Completed
2632,588,7,44,2024/09/07,Store Credit,10%,Completed
2633,623,10,84,08/26/2023,-,0.05,Completed
2634,342,7,71,2023/02/06,Gift Card,0.15,Completed
2635,1006,9,48,2023/07/26,CASH,10%,Completed
2636,1188,3,34,"February 14, 2025",Cash,0.1,Completed
2637,709,8,48,24/07/2026,PayPal,0.0,Completed
2638,765,12,1,2025/04/28,Debit  Card,0.05,Completed
2639,1168,3,85,2024/06/18,PayPal,0.2,Completed
2640,413,9,20,2024-03-23,N/A,0.1,Completed
2641,1082,11,55,11/22/2023,CASH,0.0,Completed
2642,459,13,79,08/20/2023,Store Credit,10%,Completed
2643,1050,4,71,"April 18, 2023",Debit Card,10%,Completed
2644,917,4,72,19/11/2025,credit card,0.15,Completed
2645,682,1,63,2023/12/01,Gift Card,0.1,Cancelled
2646,477,12,81,2025-12-02,CASH,0.0,Completed
2647,1223,7,4,06/10/2025,credit card,0.05,Completed
2648,316,12,20,2023-04-10,Credit Card,0.0,Completed
2649,910,13,69,03/11/2026,Debit  Card,0.15,PENDING
2650,93,6,84,24 Mar 2025,Gift Card,5%,Completed
2651,996,5,6,28/06/2025,Cash,5%,Completed
2652,311,5,72,2026-06-05,Store Credit,0.05,Completed
2653,228,10,69,02/26/2024,NULL,0.1,Returned
2654,968,3,34,09-03-2026,Debit  Card,0.0,Completed
2655,1072,6,5,2024/03/12,PayPal,0.0,Completed
2656,727,9,2,"February 12, 2026",CASH,0.0,Completed
2657,1165,3,90,08-04-2025,Credit Card,0.25,Completed
2658,548,10,4,26-01-2024,Debit  Card,0.0,Completed
2659,588,13,42,"December 16, 2025",CASH,0.0,Completed
2660,1023,12,74,02/25/2023,Debit Card,0.05,Completed
2661,776,12,87,05/02/2024,none,0.0,Completed
2662,943,13,47,12/06/2023,Debit  Card,0.1,Completed
2663,1154,4,69,04-09-2023,Gift Card,0.05,Completed
2664,1218,11,2,2025-01-01,Debit Card,0.0,Completed
2665,1020,6,1,"January 02, 2023",Cash,0.0,Completed
2666,710,10,29,10/01/2024,PayPal,0.15,Completed
2667,894,6,24,"October 07, 2023",PayPal,0.0,Completed
2668,1172,10,48,"December 11, 2023",Gift Card,0.05,Completed
2669,1130,2,41,27/09/2024,Credit Card,0.0,Completed
2670,892,10,48,30 Sep 2023,Gift Card,10%,Completed
2671,131,13,18,25 Jun 2023,Store Credit,0.05,Completed
2672,391,1,88,"January 23, 2026",Debit Card,0.0,Completed
2673,1117,8,67,12/02/2026,Debit Card,0.05,Cancelled
2674,481,1,83,2023-12-10,Store Credit,0.0,Completed
2675,107,9,25,05/12/2023,Credit Card,0.1,Completed
2676,725,12,68,"December 20, 2023",Cash,5%,Completed
2677,32,10,31,01-06-2023,Debit  Card,0.05,Completed
2678,1024,11,7,12-09-2025,Store Credit,5%,Completed
2679,780,3,29,28 Oct 2023,credit card,0.0,Completed
2680,633,5,81,,Cash,0.0,Completed
2681,453,6,7,03/10/2023,Credit Card,0.0,Completed
2682,60,6,80,29-01-2023,Debit  Card,0.0,Completed
2683,1177,4,61,"June 21, 2024",PayPal,0.05,Completed
2684,312,10,76,2025-11-06,CASH,0.0,Completed
2685,256,1,18,2024-06-29,PayPal,0.0,Completed
2686,467,3,11,06/08/2024,CASH,0.0,Completed
2687,274,4,63,2025-06-26,Gift Card,0.0,Completed
2688,16,10,69,01/28/2026,Gift Card,0.0,Returned
2689,27,4,40,05/10/2025,Store Credit,0.0,Completed
2690,747,7,41,02/03/2025,-,0.0,Cancelled
2691,1135,1,5,2026/06/13,credit card,0.0,Completed
2692,441,9,15,2026-04-15,Cash,0.0,Completed
2693,1114,12,43,13/01/2025,Debit  Card,0.0,Returned
2694,561,10,14,14 Aug 2023,Cash,0.1,Completed
2695,234,5,35,"December 01, 2024",credit card,0.0,Completed
2696,73,1,53,24/01/2026,CASH,0.15,Completed
2697,595,77,41,2026/05/09,CASH,5%,Returned
2698,1017,7,56,"October 26, 2024",Credit Card,0.0,Completed
2699,577,13,17,25/09/2025,Debit Card,0.0,Completed
2700,552,9,40,2026-02-10,PayPal,5%,Completed
2701,1059,4,52,2025/09/11,credit card,0.0,Completed
2702,739,2,81,02/04/2024,Cash,0.0,Returned
2703,10,3,63,21/01/2026,Gift Card,0.05,Completed
2704,465,13,80,06/11/2023,Cash,0.15,Cancelled
2705,835,9,21,2025/12/21,Store Credit,15%,Returned
2706,560,11,26,2024/03/04,Debit  Card,0.0,Completed
2707,630,8,36,09/03/2025,CASH,0.0,Completed
2708,835,6,57,15/08/2024,Cash,0.0,Completed
2709,593,5,20,08-01-2026,PayPal,0.0,Completed
2710,259,5,14,06/10/2023,PayPal,0.0,Completed
2711,873,77,12,2023/12/13,CASH,5%,Returned
2712,624,5,42,14-09-2023,N/A,0.0,Completed
2713,196,5,56,17-04-2025,Cash,20%,Completed
2714,385,8,55,,Cash,0.15,Completed
2715,1007,9,9,22-12-2024,Debit  Card,0.0,Completed
2716,613,6,14,31 Dec 2024,credit card,0.0,Completed
2717,1112,8,28,06/06/2023,CASH,0.0,Completed
2718,1060,1,69,2023-05-18,CASH,0.0,Completed
2719,287,77,60,2024-05-15,Credit Card,0.1,Completed
2720,639,12,50,2025/12/21,Credit Card,0.0,Completed
2721,733,12,16,20 Dec 2023,Store Credit,0.05,Completed
2722,59,3,64,07/29/2025,Debit  Card,5%,Completed
2723,1017,4,55,12/17/2025,Debit Card,5%,Completed
2724,92,6,75,23-09-2023,Debit Card,0.0,Completed
2725,750,5,76,20-05-2026,Gift Card,0.0,Completed
2726,389,13,40,09-02-2025,CASH,10%,Completed
2727,778,77,8,18/09/2025,Debit Card,0.1,Completed
2728,644,2,34,21/03/2026,PayPal,5%,Completed
2729,183,12,26,2024/10/23,Debit Card,0.0,Returned
2730,355,7,6,"September 26, 2023",Debit Card,0.0,Completed
2731,418,6,60,"September 05, 2024",credit card,0.05,Completed
2732,1152,10,22,30 Apr 2025,Debit  Card,0.0,Completed
2733,912,8,46,13 Apr 2024,Store Credit,0.0,Completed
2734,683,7,26,30-10-2024,Debit  Card,0.05,Completed
2735,7,2,22,13 Aug 2025,Store Credit,0.0,Completed
2736,537,3,10,07 Oct 2023,credit card,0.0,Completed
2737,680,13,59,01/06/2024,CASH,0.0,Cancelled
2738,1151,12,17,2024-09-11,Gift Card,0.0,Completed
2739,696,3,9,19-01-2023,CASH,0.0,Completed
2740,886,9,74,11/24/2023,PayPal,0.05,Cancelled
2741,975,13,42,2023/10/31,NULL,0.0,Completed
2742,333,3,14,11-01-2023,Cash,10%,Completed
2743,856,10,66,17-01-2023,Cash,0.0,Completed
2744,337,7,30,04/06/2026,Cash,0.05,Completed
2745,973,2,44,"May 14, 2026",CASH,5%,Completed
2746,1012,9,65,2024/03/31,Cash,0.1,Completed
2747,206,4,23,10/31/2024,CASH,0.0,Completed
2748,551,7,79,11 Apr 2025,Gift Card,5%,Completed
2749,699,8,11,"June 30, 2024",Cash,5%,Completed
2750,282,8,72,2023/01/31,NULL,0.1,Completed
2751,676,7,37,"December 12, 2024",Store Credit,0.0,Completed
2752,161,10,48,"May 31, 2024",CASH,0.0,Completed
2753,446,11,68,2024-03-31,PayPal,0.2,Completed
2754,943,5,50,"October 24, 2025",N/A,0.0,Completed
2755,690,2,64,06/19/2026,Debit  Card,10%,Completed
2756,340,8,5,20/04/2026,CASH,0.0,Completed
2757,1092,6,70,30/03/2023,Debit Card,10%,Completed
2758,830,6,11,01/10/2026,CASH,0.0,Completed
2759,595,12,26,2026-01-30,Credit Card,0.0,Completed
2760,295,8,43,"October 31, 2023",credit card,5%,Completed
2761,388,6,67,2023-04-21,PayPal,0.0,Completed
2762,343,12,13,"February 15, 2023",NULL,0.0,Completed
2763,11,13,80,01-05-2025,Credit Card,15%,Completed
2764,1198,2,41,10-08-2024,Credit Card,0.0,Completed
2765,715,1,86,2023/06/24,PayPal,0.0,Cancelled
2766,823,4,54,17/12/2023,PayPal,0.0,Completed
2767,547,12,29,31-12-2023,Gift Card,0.05,Completed
2768,27,77,38,26/01/2023,PayPal,0.0,Completed
2769,753,11,31,11 Jul 2025,CASH,0.15,Completed
2770,381,8,56,"October 07, 2024",Store Credit,5%,Completed
2771,787,7,16,"February 10, 2025",Credit Card,0.2,Completed
2772,331,1,78,"July 07, 2025",CASH,0.1,Completed
2773,208,77,88,2023/05/11,Gift Card,0.0,Completed
2774,278,11,45,2023-10-08,Store Credit,15%,Completed
2775,483,8,62,20-12-2023,Gift Card,0.15,Completed
2776,73,11,15,07/26/2026,Debit Card,0.0,Completed
2777,852,5,57,11/10/2023,Cash,0.1,Completed
2778,1219,7,65,19 Dec 2024,PayPal,0.0,Completed
2779,886,4,12,,Credit Card,0.0,Completed
2780,638,12,73,2025/03/21,credit card,0.0,Completed
2781,777,7,64,2025/07/21,Gift Card,0.0,Completed
2782,618,6,22,02/08/2024,credit card,0.0,Completed
2783,1048,11,42,30 May 2026,Gift Card,0.1,Completed
2784,833,6,57,04/20/2026,credit card,0.0,Completed
2785,1017,1,88,2023-07-08,Debit Card,0.0,Completed
2786,157,6,36,"December 28, 2023",none,0.0,Completed
2787,30,2,52,05/27/2026,PayPal,0.0,Completed
2788,34,11,45,02/06/2023,CASH,0.0,Completed
2789,313,12,10,10-08-2025,credit card,0.0,Completed
2790,997,7,66,29/12/2024,Debit  Card,0.05,Completed
2791,381,7,77,,Cash,0.05,Completed
2792,272,8,79,"May 23, 2024",Debit Card,0.1,Completed
2793,3,3,83,"November 30, 2023",CASH,0.2,Completed
2794,580,10,13,02/05/2026,credit card,15%,Completed
2795,852,12,6,14-06-2024,Debit Card,0.1,Completed
2796,1056,3,21,28/08/2023,Cash,0.25,Completed
2797,23,10,49,05/02/2024,Gift Card,0.0,Completed
2798,926,9,77,2026-07-18,CASH,0.0,Completed
2799,456,5,62,2026/01/03,Cash,0.1,Completed
2800,961,4,4,01 Nov 2025,Store Credit,0.1,Cancelled
2801,1175,77,43,08/31/2023,Debit Card,0.1,Completed
2802,313,3,26,"January 19, 2023",Debit Card,0.0,Completed
2803,736,2,14,"December 22, 2025",Debit  Card,0.05,Completed
2804,499,9,85,24/06/2025,CASH,0.0,Returned
2805,321,4,51,05/28/2025,CASH,0.0,Completed
2806,836,6,14,13/08/2023,credit card,0.0,Completed
2807,826,3,3,11 May 2023,Store Credit,0.0,Completed
2808,253,10,65,"November 27, 2024",Store Credit,10%,Completed
2809,10,9,35,22-03-2025,Cash,0.0,Completed
2810,155,12,82,2023-02-16,credit card,0.0,PENDING
2811,573,10,44,03 Feb 2024,Debit Card,0.0,Completed
2812,1210,3,74,,Store Credit,0.05,Cancelled
2813,541,13,15,"May 10, 2023",Gift Card,0.1,Cancelled
2814,367,5,8,12 May 2024,Cash,0.05,Completed
2815,877,4,17,2023/03/07,credit card,0.0,Completed
2816,157,1,32,16 Jan 2023,credit card,0.0,Completed
2817,669,3,47,13-12-2024,Cash,0.2,Completed
2818,1010,9,10,08 Aug 2024,PayPal,25%,Completed
2819,1025,5,62,"May 01, 2025",Credit Card,0.0,Completed
2820,121,3,78,15 Mar 2023,credit card,0.05,Completed
2821,1129,6,68,2026-04-28,PayPal,0.0,Completed
2822,760,4,44,10/13/2025,Store Credit,0.05,Completed
2823,555,1,69,11/02/2023,Gift Card,0.0,Completed
2824,784,7,7,03/13/2024,Debit  Card,0.0,Completed
2825,1139,5,60,2025-10-31,Store Credit,0.05,Completed
2826,1090,4,40,25-05-2024,-,0.0,Completed
2827,972,4,1,"November 13, 2025",Debit Card,0.25,Completed
2828,162,12,39,30 Jul 2025,Cash,10%,Completed
2829,480,1,36,"April 02, 2023",PayPal,10%,Completed
2830,846,4,39,,Credit Card,0.05,Completed
2831,860,9,78,,PayPal,0.0,Completed
2832,178,4,81,10 Dec 2024,CASH,0.0,Completed
2833,218,7,88,10/02/2023,PayPal,0.1,Completed
2834,278,13,83,03/18/2024,Store Credit,0.25,Completed
2835,146,9,14,09/12/2024,PayPal,0.05,Completed
2836,669,6,57,13/02/2024,Debit Card,0.0,Completed
2837,1169,7,26,"March 20, 2023",Cash,0.05,Cancelled
2838,559,10,87,2024/10/07,Debit Card,0.15,Completed
2839,59,2,57,28 Jun 2023,Store Credit,0.0,Completed
2840,897,3,13,"May 31, 2026",Gift Card,0.05,Completed
2841,513,12,84,04 Jan 2025,credit card,0.0,Completed
2842,326,77,54,2023/01/17,PayPal,0.0,Completed
2843,810,7,54,2025-11-08,Cash,0.0,Completed
2844,1013,1,14,2023/10/10,Store Credit,0.05,Completed
2845,753,10,55,25/08/2024,Debit Card,0.0,Completed
2846,282,6,59,05 Sep 2023,Gift Card,0.0,Completed
2847,1052,11,34,"October 13, 2025",CASH,0.05,Completed
2848,1058,12,25,05/03/2025,Debit Card,0.1,Completed
2849,1016,9,48,2023/08/13,Credit Card,0.0,Completed
2850,1194,9,73,,none,10%,Returned
2851,861,6,71,"September 24, 2023",Credit Card,0.0,Completed
2852,695,7,43,"November 26, 2025",-,10%,Completed
2853,9999,1,79,09/01/2025,Credit Card,0.0,Completed
2854,140,13,77,08/27/2025,Store Credit,0.1,Completed
2855,1108,4,49,2024-09-08,CASH,0.0,Completed
2856,912,11,61,09-04-2023,Debit Card,0.15,Completed
2857,1169,12,39,"May 23, 2024",Cash,0.2,Completed
2858,1107,11,79,2023/07/06,PayPal,0.0,Completed
2859,672,77,21,06-06-2023,Credit Card,0.1,Completed
2860,968,6,44,15 Nov 2025,Store Credit,0.0,Completed
2861,1100,9,85,"November 28, 2023",credit card,10%,Completed
2862,1176,2,74,09-02-2026,Cash,0.0,Completed
2863,208,4,36,15 Jul 2025,PayPal,0.1,completed
2864,358,9,85,2023-12-31,PayPal,10%,Completed
2865,1092,7,88,15 Jun 2024,Debit Card,0.1,Completed
2866,987,4,30,,PayPal,0.0,Completed
2867,813,11,65,10/09/2024,Cash,0.0,Returned
2868,87,77,77,13/01/2025,Cash,0.0,Completed
2869,386,1,61,2024/12/15,Store Credit,5%,Completed
2870,572,7,58,19-07-2026,Cash,0.0,Completed
2871,720,7,21,2023-03-31,Credit Card,0.0,Completed
2872,930,13,76,24 Dec 2025,Credit Card,25%,Completed
2873,151,6,55,08/16/2024,Credit Card,0.15,Completed
2874,920,3,64,04 Feb 2024,,0.0,Completed
2875,1108,10,23,2024-06-15,credit card,0.1,Completed
2876,465,11,62,2026/07/07,Debit  Card,0.1,Completed
2877,444,3,36,07/08/2023,Gift Card,0.05,Completed
2878,987,6,54,22/10/2023,CASH,0.0,Completed
2879,382,5,15,29/01/2024,Store Credit,20%,Cancelled
2880,73,8,57,23/01/2026,credit card,0.0,Completed
2881,900,9,48,2026/04/29,Debit Card,0.0,Completed
2882,496,5,50,2023/06/21,Store Credit,5%,Completed
2883,709,3,24,15-04-2024,Cash,0.05,Completed
2884,1087,7,31,"May 02, 2023",Debit  Card,0.0,Completed
2885,912,7,26,2024-06-02,Gift Card,0.05,Completed
2886,367,8,63,08 Jul 2023,CASH,0.15,Completed
2887,1069,11,49,08/25/2023,Credit Card,0.0,Completed
2888,665,8,69,2026-04-04,CASH,0.2,Completed
2889,677,2,69,19-12-2023,Gift Card,0.1,Completed
2890,147,11,30,2023/04/18,Debit  Card,10%,Completed
2891,881,11,66,30-05-2026,CASH,0.0,Completed
2892,210,8,2,"April 07, 2026",CASH,0.1,Completed
2893,686,6,89,2025/05/16,Debit Card,15%,Completed
2894,767,6,20,2023/01/23,Debit  Card,0.05,Cancelled
2895,401,6,15,,Debit Card,0.0,Completed
2896,255,2,28,2025-08-26,PayPal,0.05,Completed
2897,1093,5,57,05-08-2024,Debit  Card,25%,Completed
2898,444,3,72,01/04/2026,Cash,0.0,Completed
2899,494,7,50,"February 26, 2026",Gift Card,0.05,Completed
2900,21,9,35,05/05/2024,Debit Card,0.0,Completed
2901,647,9,35,2023/01/30,Gift Card,0.1,Completed
2902,532,5,51,"May 30, 2025",Credit Card,0.1,Completed
2903,58,10,39,02/07/2024,Debit Card,0.0,Completed
2904,831,12,43,"March 27, 2025",Debit  Card,0.05,Completed
2905,616,7,32,17 Feb 2024,Debit Card,0.0,Completed
2906,354,8,40,"October 21, 2023",Store Credit,0.05,Completed
2907,284,1,24,06/20/2023,Store Credit,20%,Completed
2908,1044,5,5,2024/06/17,credit card,0.0,Completed
2909,17,1,69,2025-04-30,Credit Card,0.15,Completed
2910,325,12,56,25/02/2025,Store Credit,0.0,Completed
2911,873,8,33,2024/01/27,Gift Card,15%,Completed
2912,428,3,28,28-12-2024,PayPal,0.25,Completed
2913,986,4,8,2026-06-20,CASH,0.1,Completed
2914,699,10,79,2025-06-02,Debit Card,0.0,Completed
2915,306,6,47,2023/12/19,Debit Card,0.2,Completed
2916,1113,2,35,26/03/2024,Credit Card,0.0,Completed
2917,120,8,64,2025/06/22,Debit Card,0.1,Completed
2918,704,5,61,2025-02-01,Gift Card,0.0,Completed
2919,851,13,68,04/02/2024,PayPal,10%,Completed
2920,650,10,55,13/05/2024,Store Credit,0.15,Completed
2921,204,13,2,"June 21, 2023",credit card,10%,Completed
2922,775,4,88,19 May 2023,Debit Card,0.0,Completed
2923,317,7,40,"May 20, 2025",Debit  Card,0.0,Returned
2924,1058,77,71,2024/02/22,PayPal,0.0,Completed
2925,776,11,80,2026/04/28,Cash,0.1,Completed
2926,548,4,85,01/28/2025,credit card,25%,Completed
2927,159,77,16,2026/01/03,Credit Card,0.15,Completed
2928,287,3,17,08/11/2023,Credit Card,25%,Completed
2929,736,7,7,14/07/2024,Cash,0.05,Completed
2930,32,77,12,23 Feb 2026,Debit  Card,0.0,Completed
2931,205,13,16,20/07/2026,CASH,15%,Completed
2932,1055,9,81,06 Jul 2025,Credit Card,10%,Returned
2933,404,2,55,08/13/2025,PayPal,0.0,Completed
2934,807,77,26,2025-11-13,credit card,0.0,Returned
2935,181,11,55,2026/02/28,credit card,5%,Completed
2936,1100,7,49,2023/11/30,PayPal,0.0,Completed
2937,246,5,22,,Credit Card,10%,Completed
2938,909,5,25,2025-10-29,Debit  Card,0.0,Completed
2939,391,3,19,"March 31, 2026",Gift Card,0.0,Completed
2940,337,11,19,01-11-2024,Credit Card,15%,Completed
2941,965,8,52,03 Jul 2024,CASH,0.0,Completed
2942,104,1,3,2023-10-07,Store Credit,0.15,Completed
2943,550,8,78,05/10/2024,PayPal,0.1,Completed
2944,585,1,17,03/18/2023,Cash,0.0,Cancelled
2945,712,11,45,,Debit  Card,5%,Completed
2946,944,6,13,16 Nov 2024,Gift Card,20%,Completed
2947,395,8,7,12/02/2024,Store Credit,0.05,Completed
2948,216,11,26,2023/12/04,PayPal,5%,Completed
2949,633,3,79,29-10-2024,none,0.0,Completed
2950,920,4,30,2023-10-29,CASH,0.1,Completed
2951,709,5,73,2025-12-07,Credit Card,0.0,Completed
2952,338,11,83,2024/12/28,Credit Card,0.0,Completed
2953,238,9,56,26-04-2023,CASH,5%,Completed
2954,174,77,72,2025/01/06,Credit Card,0.0,Completed
2955,883,5,29,16/01/2025,credit card,0.0,Completed
2956,773,4,15,10/02/2024,Store Credit,0.2,Completed
2957,1186,2,67,2025/03/19,CASH,5%,Completed
2958,650,11,36,2025/01/10,Debit Card,0.1,Completed
2959,1163,13,74,22 Apr 2023,Gift Card,5%,Completed
2960,717,9,8,28-01-2024,CASH,0.05,Cancelled
2961,521,12,38,"March 07, 2023",Store Credit,0.05,Completed
2962,1142,9,31,01/15/2025,Debit  Card,0.15,Completed
2963,928,77,57,"August 05, 2025",Gift Card,5%,Cancelled
2964,162,9,12,21/11/2024,Debit  Card,0.0,Completed
2965,463,5,6,12/11/2025,CASH,0.0,Completed
2966,932,13,34,12-03-2026,,0.0,Completed
2967,32,77,12,2026/06/25,Debit Card,0.0,Completed
2968,1122,10,3,27 May 2024,Gift Card,0.0,Completed
2969,1169,3,14,2026-06-09,Debit Card,0.0,Completed
2970,302,5,37,27-03-2025,credit card,0.0,Completed
2971,636,7,72,2025/12/23,Store Credit,5%,Completed
2972,814,6,80,2025/10/21,Cash,10%,Completed
2973,244,10,24,,Store Credit,0.05,Completed
2974,1070,3,49,2023/12/30,CASH,0.0,Completed
2975,773,7,53,18 Dec 2023,Debit Card,0.05,Cancelled
2976,928,11,4,2024/07/24,CASH,0.05,Returned
2977,608,9,55,09-08-2024,Debit  Card,0.0,Completed
2978,1039,1,6,25/05/2026,Store Credit,15%,Completed
2979,509,13,61,19-10-2024,Debit  Card,0.0,Completed
2980,360,7,64,2023-06-03,Debit  Card,0.05,Completed
2981,754,5,52,2025-01-19,Debit  Card,0.0,Returned
2982,278,2,32,19/11/2024,Store Credit,0.0,Completed
2983,1041,9,2,02/20/2024,credit card,0.25,Completed
2984,1024,7,80,07/17/2024,Debit  Card,10%,Completed
2985,8888,12,75,13 Jul 2023,Credit Card,0.1,Completed
2986,171,6,37,"January 21, 2026",Debit  Card,0.0,Completed
2987,7,11,70,08/08/2023,Cash,25%,Completed
2988,325,5,79,07/26/2026,PayPal,5%,Completed
2989,97,10,33,18 Sep 2023,CASH,0.0,Completed
2990,23,9,78,2025-08-06,Gift Card,0.0,Completed
2991,816,7,58,"June 14, 2025",Debit  Card,0.0,Completed
2992,549,13,43,2025/08/27,Credit Card,0.1,Completed
2993,1057,77,78,02/04/2026,Cash,0.05,PENDING
2994,1194,11,51,13/04/2024,Cash,0.0,Completed
2995,971,4,38,05-03-2024,Cash,0.0,Completed
2996,708,6,39,02/20/2026,Gift Card,0.0,Completed
2997,1203,2,54,2025-09-20,credit card,0.1,Completed
2998,49,12,26,03-01-2023,Store Credit,0.0,Completed
2999,915,5,34,27 Jan 2023,Credit Card,0.0,Completed
3000,847,6,30,2024/12/16,CASH,0.0,Completed
3001,983,8,65,2024-05-06,PayPal,0.05,Completed
3002,565,9,56,01-11-2025,Gift Card,0.0,Completed
3003,36,11,34,28 Aug 2025,Store Credit,0.0,Returned
3004,776,4,77,21/07/2026,credit card,0.0,Returned
3005,297,8,11,2024-08-14,Debit Card,0.0,Cancelled
3006,574,13,31,2025-02-13,Store Credit,20%,Completed
3007,36,6,7,03/09/2025,Gift Card,15%,Completed
3008,311,11,32,"January 05, 2023",Gift Card,0.1,Completed
3009,740,8,16,11/11/2024,PayPal,0.0,Completed
3010,287,9,28,09/29/2025,Store Credit,0.0,Completed
3011,349,5,47,11/01/2025,CASH,0.0,Completed
3012,895,1,63,"April 28, 2023",Debit Card,5%,Returned
3013,669,10,16,26-11-2023,Gift Card,0.0,Completed
3014,1113,77,59,2024/06/14,Credit Card,0.1,Completed
3015,58,10,33,2023-01-04,CASH,0.0,Completed
3016,1103,3,10,"January 26, 2025",Debit Card,5%,Completed
3017,399,7,17,21 Jan 2026,PayPal,5%,Completed
3018,900,4,19,05/01/2023,PayPal,25%,Completed
3019,928,77,72,01/10/2025,credit card,10%,Completed
3020,280,9,63,"August 25, 2025",Credit Card,0.2,Completed
3021,185,8,55,18-07-2023,Debit  Card,0.0,Completed
3022,69,7,89,"November 03, 2023",Gift Card,0.0,Completed
3023,551,11,69,"June 13, 2025",credit card,10%,Completed
3024,1127,11,90,21-09-2023,Debit  Card,0.05,Completed
3025,248,12,42,08/19/2024,credit card,5%,Completed
3026,879,3,24,21/12/2025,Cash,0.0,Completed
3027,1123,8,22,28/05/2025,Cash,0.0,Returned
3028,487,1,42,18 May 2026,Store Credit,0.1,Completed
3029,44,12,61,"January 23, 2025",Debit Card,0.05,Completed
3030,265,6,23,"August 23, 2024",PayPal,5%,Completed
3031,708,11,34,07/23/2025,Debit  Card,0.0,Completed
3032,1204,77,75,28 Feb 2023,Debit Card,0.0,Completed
3033,279,77,47,12 Jan 2023,Store Credit,0.1,Completed
3034,514,4,22,11/03/2025,,0.0,Completed
3035,959,8,83,2024-03-15,Debit  Card,0.0,Completed
3036,778,9,42,"December 10, 2024",credit card,0.0,Completed
3037,103,9,42,01/04/2026,Store Credit,0.0,Completed
3038,94,1,74,18-04-2023,PayPal,0.05,Completed
3039,906,2,48,20-01-2026,Store Credit,0.25,Completed
3040,258,12,45,02 Apr 2026,Cash,0.05,Completed
3041,873,9,36,2024/07/08,Debit Card,5%,Returned
3042,905,9,85,2026/07/28,Debit Card,0.0,Completed
3043,1162,12,44,22-05-2024,Debit  Card,0.05,Completed
3044,900,11,84,"February 23, 2023",Cash,0.0,Completed
3045,97,4,47,31-01-2023,Debit Card,0.0,Returned
3046,368,4,35,17-02-2025,credit card,0.0,Completed
3047,1113,11,56,2026/01/02,PayPal,0.0,Completed
3048,116,7,15,2025-02-08,Cash,0.0,Completed
3049,1025,10,44,"December 28, 2023",Debit Card,0.05,Completed
3050,1190,6,16,13/10/2023,PayPal,0.0,Completed
3051,181,4,58,2024-07-21,Cash,15%,Completed
3052,240,77,14,03/07/2026,PayPal,0.0,Completed
3053,788,6,34,2025-08-01,Store Credit,0.2,Completed
3054,247,11,75,15-11-2023,Cash,0.0,Completed
3055,710,5,31,2024/08/04,Gift Card,0.0,Completed
3056,526,9,77,28-04-2026,Credit Card,0.0,Completed
3057,143,1,1,2024-11-14,Store Credit,0.0,Completed
3058,391,2,51,22 Apr 2023,CASH,0.0,Completed
3059,487,12,7,"May 01, 2023",Credit Card,0.0,Completed
3060,43,9,15,2025-02-27,Debit  Card,0.0,Completed
3061,37,13,42,22/04/2025,credit card,0.05,Completed
3062,1187,5,46,06/25/2025,Cash,0.05,Completed
3063,891,7,999,06-03-2024,Debit  Card,0.0,Completed
3064,303,13,53,04/07/2023,Store Credit,0.05,PENDING
3065,489,3,8,01/18/2025,Credit Card,0.0,Completed
3066,248,8,55,16-11-2025,Store Credit,0.0,Completed
3067,239,3,57,2023-07-15,NaN,0.0,Completed
3068,638,3,34,2023-01-24,Credit Card,0.0,Completed
3069,285,13,45,2025-04-09,Debit Card,0.05,Completed
3070,717,9,39,16 Nov 2025,credit card,0.1,Completed
3071,521,10,79,2025/05/17,NaN,0.0,Cancelled
3072,686,5,83,2023/03/31,credit card,0.0,Completed
3073,716,4,71,23 Sep 2023,Gift Card,0.15,Cancelled
3074,99,8,52,09/22/2025,PayPal,0.0,Completed
3075,493,2,42,,credit card,0.0,Completed
3076,269,5,48,06/20/2024,CASH,0.1,Completed
3077,864,12,66,08/05/2024,Debit  Card,0.0,Completed
3078,851,3,27,05/04/2024,none,0.15,PENDING
3079,917,3,54,01/20/2025,Debit Card,0.0,Completed
3080,389,6,84,18 Feb 2025,Credit Card,0.1,completed
3081,1129,3,28,2024/01/05,Credit Card,0.0,Completed
3082,457,1,36,2026/03/08,none,0.1,Completed
3083,763,4,30,2023/12/23,Store Credit,0.0,Completed
3084,364,77,72,11 Jun 2024,Store Credit,15%,Returned
3085,485,4,49,30 Jul 2024,CASH,0.0,Cancelled
