order_item_id,order_id,product_id,quantity,unit_price
4036,1346,58,4,109.02
4037,1346,84,4,433.78 JOD
4038,1347,48,1,15.28
4039,1348,101,3,95.6
4040,1348,134,5,40.00
4041,1348,54,2,89.36
4042,1348,74,1,34.31
4043,1349,36,4,$19.30
4044,1349,105,1,528.06
4045,1349,53,-1,37.16
4046,1349,7,2,152.65
4047,1350,129,2,$535.98
4048,1350,40,5,199.53
4049,1350,11,1,489.65
4050,1350,7,1,170.2
4051,1351,72,-1,404.50
4052,1351,47,4,627.32
4053,1351,103,2,244.5
4054,1351,57,4,213.11
4055,1352,134,2,40.0
4056,1352,123,1,151.87
4057,1352,107,3,376.14
4058,1353,5,4,407.25
4059,1353,38,1,454.80
4060,1353,26,1,264.67
4061,1354,12,0,244.49
4062,1354,89,3,403.36
4063,1354,121,2,317.45
4064,1354,106,1,252.84
4065,1354,43,1,330.6
4066,1355,16,2,148.16
4067,1355,137,1,307.7
4068,1355,8,4,307.7
4069,1355,10,1,28.04
4070,1356,119,4,528.68
4071,1357,59,1,237.41
4072,1358,5,1,407.25
4073,1358,121,2,327.95
4074,1359,68,0,304.43
4075,1359,36,1,19.3
4076,1359,109,4,579.16
4077,1360,65,3,308.91
4078,1360,54,2,89.36
4079,1360,31,1,71.76
4080,1360,136,1,314.21
4081,1360,101,1,95.60
4082,1361,33,2,483.13
4083,1361,16,2,148.16
4084,1361,83,0,$319.19
4085,1361,124,2,58.04
4086,1361,98,5,243.42
4087,1362,73,1,331.02 JOD
4088,1363,36,2,19.3
4089,1364,15,1,81.29
4090,1364,10,-1,28.04
4091,1364,65,2,308.91
4092,1364,71,1,510.82
4093,1364,41,2,247.44
4094,1365,123,1,151.87
4095,1365,3,1,390.52
4096,1365,94,1,389.5
4097,1366,37,3,241.65
4098,1366,100,1,249.16
4099,1366,55,2,216.25
4100,1367,32,4,105.62
4101,1368,86,1,164.39
4102,1368,61,1,101.6
4103,1369,74,2,34.31
4104,1369,64,1,265.5
4105,1370,31,1,71.76
4106,1370,24,1,360.88
4107,1371,136,2,314.21
4108,1371,14,0,429.63
4109,1371,92,1,339.88
4110,1372,58,2,109.02
4111,1372,136,4,314.21
4112,1372,134,2,40.0
4113,1372,109,2,579.16
4114,1372,92,2,339.88
4115,1373,60,2,16.37
4116,1373,112,-1,183.26
4117,1373,127,1,871.43
4118,1374,81,5,121.47
4119,1374,127,4,587.72
4120,1374,79,3,189.32
4121,1374,116,1,359.58
4122,1374,44,1,106.04
4123,1375,44,2,106.04
4124,1375,52,1,171.01
4125,1376,94,1,279.37
4126,1376,50,1,397.99
4127,1376,46,4,136.73
4128,1377,38,1,454.8
4129,1377,58,1,67.77
4130,1377,60,1,16.37
4131,1377,73,3,331.02
4132,1378,131,3,396.05
4133,1378,103,1,244.5
4134,1378,6,1,46.39
4135,1378,102,1,169.19
4136,1378,130,2,59.94
4137,1379,46,2,136.73
4138,1379,18,2,171.95
4139,1379,94,1,389.5
4140,1380,96,4,84.49
4141,1380,87,3,262.59
4142,1380,102,3,169.19
4143,1380,114,2,403.81
4144,1381,136,1,314.21
4145,1382,73,1,331.02
4146,1382,53,3,
4147,1382,54,0,89.36
4148,1383,119,3,528.68
4149,1383,14,3,429.63
4150,1383,10,2,28.04
4151,1384,75,2,347.56
4152,1385,30,2,43.65
4153,1385,122,3,125.50
4154,1385,91,1,239.57
4155,1385,78,4,121.77
4156,1386,9999,1,14.38
4157,1386,94,2,389.5
4158,1386,35,1,152.88
4159,1387,18,2,128.87
4160,1387,31,1,71.76
4161,1387,66,4,231.00
4162,1387,103,5,244.5
4163,1387,115,3,302.06
4164,1388,134,1,40.00
4165,1388,26,2,264.67
4166,1389,134,2,40.0
4167,1390,133,1,97.51
4168,1390,110,2,193.85
4169,1390,45,1,415.91
4170,1390,89,3,331.46
4171,1390,130,1,59.94
4172,1391,113,2,191.78
4173,1391,22,1,36.29
4174,1392,44,3,106.04
4175,1392,73,1,331.02
4176,1392,11,1,489.65
4177,1392,109,1,579.16
4178,1393,108,3,242.9
4179,1393,106,4,252.84
4180,1394,118,3,306.5
4181,1394,62,0,205.40
4182,1395,57,3,213.11
4183,1395,111,1,291.81
4184,1395,40,1,199.53
4185,1396,65,2,308.91
4186,1397,114,2,403.81
4187,1397,73,1,331.02
4188,1397,77,-1,101.15
4189,1397,103,4,244.50
4190,1398,49,4,206.38
4191,1398,59,1,169.88
4192,1398,134,3,40.0
4193,1398,42,3,91.53
4194,1399,113,4,191.78
4195,1399,74,1,$34.31
4196,1399,56,2,31.92
4197,1400,63,3,575.86
4198,1400,128,5,466.36
4199,1400,102,3,169.19
4200,1401,48,3,23.1
4201,1401,93,-1,345.11
4202,1402,89,3,403.36
4203,1403,127,3,533.53
4204,1404,125,1,552.19
4205,1405,65,2,308.91
4206,1405,75,3,347.56
4207,1405,135,4,18.43
4208,1405,19,1,67.77
4209,1406,67,2,291.96
4210,1406,98,1,243.42 JOD
4211,1406,124,1,58.04
4212,1406,126,2,295.25
4213,1407,62,1,205.40
4214,1407,10,2,28.04
4215,1408,76,3,383.3
4216,1408,57,2,213.11
4217,1409,36,0,19.30
4218,1410,45,1,415.91
4219,1410,67,1,291.96
4220,1410,90,0,56.52
4221,1411,136,3,314.21
4222,1411,53,2,37.16
4223,1411,22,1,36.29
4224,1412,95,1,545.43
4225,1412,89,2,403.36
4226,1412,62,3,205.4
4227,1412,130,2,59.94
4228,1412,63,3,575.86
4229,1413,63,1,575.86
4230,1413,57,1,213.11
4231,1413,7,1,152.65
4232,1414,121,1,$223.96
4233,1414,33,1,407.76
4234,1414,133,1,97.51
4235,1414,2,1,190.97
4236,1414,136,3,$314.21
4237,1415,120,5,201.77
4238,1415,73,0,331.02
4239,1416,73,3,331.02
4240,1417,40,3,274.33
4241,1417,45,3,415.91
4242,1417,41,1,$191.67
4243,1417,126,2,200.63
4244,1418,53,3,37.16
4245,1419,73,1,$331.02
4246,1419,71,4,374.89
4247,1419,116,1,359.58
4248,1420,8,3,307.70
4249,1420,106,3,252.84
4250,1420,43,1,330.6
4251,1420,7,4,203.23
4252,1421,15,1,
4253,1422,117,1,143.1
4254,1422,82,3,244.2
4255,1422,40,2,199.53
4256,1422,87,1,262.59
4257,1422,53,1,$53.90
4258,1423,60,3,16.37
4259,1423,64,1,265.5
4260,1423,82,1,244.2
4261,1423,27,1,112.66
4262,1423,77,-1,79.55 JOD
4263,1424,9,2,178.19
4264,1424,54,0,89.36
4265,1424,94,1,389.50
4266,1425,50,2,$397.99
4267,1425,120,2,201.77
4268,1425,100,2,249.16
4269,1425,34,1,220.1
4270,1426,34,1,220.10
4271,1426,72,2,404.50
4272,1426,84,1,455.31
4273,1426,33,3,407.76
4274,1427,103,3,244.5
4275,1428,7,2,152.65
4276,1428,95,1,545.43
4277,1428,38,4,454.8
4278,1428,11,3,489.65
4279,1428,116,1,359.58
4280,1429,108,1,242.90
4281,1429,47,0,627.32
4282,1429,128,5,369.54
4283,1429,121,4,317.45
4284,1430,11,2,489.65 JOD
4285,1431,19,4,67.77
4286,1432,112,1,183.26
4287,1432,92,5,339.88
4288,1432,118,1,306.5
4289,1432,14,1,429.63
4290,1433,114,3,403.81
4291,1433,99,1,140.32
4292,1433,77,5,101.15
4293,1433,50,5,397.99
4294,1433,17,2,185.99
4295,1434,80,1,144.45
4296,1434,124,1,58.04
4297,1435,124,1,58.04 JOD
4298,1435,65,0,155.25
4299,1435,41,1,191.67
4300,1435,34,2,220.10
4301,1436,41,2,191.67
4302,1436,32,2,105.62
4303,1437,83,1,319.19
4304,1437,81,5,121.47
4305,1438,81,1,121.47
4306,1438,1,1,585.67
4307,1439,88,0,238.01
4308,1439,85,2,8.08
4309,1439,55,2,216.25
4310,1439,18,1,128.87
4311,1439,41,3,191.67
4312,1440,127,3,587.72
4313,1440,94,5,389.5
4314,1440,66,1,292.55
4315,1441,107,2,376.14
4316,1441,128,2,369.54
4317,1441,42,1,91.53
4318,1442,51,2,$286.54
4319,1442,133,3,97.51
4320,1442,9,1,178.19
4321,1442,123,3,151.87
4322,1442,2,1,190.97
4323,1443,136,1,314.21
4324,1443,1,1,585.67
4325,1444,89,1,403.36
4326,1444,136,2,314.21
4327,1444,9999,2,205.40
4328,1444,14,1,429.63
4329,1444,99,3,140.32
4330,1445,9999,1,306.5
4331,1445,59,1,169.88
4332,1445,126,2,200.63
4333,1445,67,2,291.96
4334,1446,53,3,37.16
4335,1447,99,3,140.32
4336,1447,9,2,90.64
4337,1447,13,5,186.29
4338,1448,91,4,243.25
4339,1448,14,2,429.63
4340,1448,40,1,199.53
4341,1449,6,1,46.39
4342,1450,2,1,190.97
4343,1450,100,2,249.16
4344,1450,54,1,89.36
4345,1450,82,2,123.45
4346,1450,81,1,121.47
4347,1451,58,3,109.02
4348,1451,81,2,121.47
4349,1451,126,3,200.63
4350,1451,3,3,$390.52
4351,1452,114,1,341.85
4352,1452,120,1,201.77
4353,1452,107,1,376.14
4354,1452,99,5,140.32
4355,1453,64,4,265.5
4356,1453,22,1,20.98
4357,1453,108,1,242.9
4358,1454,60,1,16.37
4359,1454,131,1,396.05
4360,1455,74,1,34.31
4361,1455,1,1,585.67
4362,1455,28,0,222.75 JOD
4363,1455,108,1,242.9
4364,1455,69,3,175.49
4365,1456,61,-1,101.60
4366,1457,13,1,186.29
4367,1457,122,1,125.5
4368,1457,38,3,454.8
4369,1458,109,3,579.16
4370,1458,37,1,241.65
4371,1458,106,1,252.84
4372,1458,52,3,171.01
4373,1459,127,4,587.72
4374,1459,44,3,106.04
4375,1459,73,5,331.02
4376,1459,131,3,396.05
4377,1459,40,2,199.53
4378,1460,10,1,$28.04
4379,1460,1,1,585.67
4380,1460,30,3,43.65
4381,1460,106,2,252.84
4382,1460,82,1,244.2
4383,1461,18,1,128.87
4384,1461,104,2,98.77
4385,1461,32,3,105.62
4386,1461,103,-1,244.5
4387,1461,82,4,244.2
4388,1462,50,2,397.99 JOD
4389,1463,84,2,455.31
4390,1463,107,3,376.14
4391,1463,59,2,169.88
4392,1463,135,5,18.43 JOD
4393,1464,56,1,31.92
4394,1464,128,1,369.54
4395,1465,40,1,199.53
4396,1465,65,2,308.91
4397,1465,114,1,403.81
4398,1466,75,0,347.56
4399,1466,70,2,379.91
4400,1467,129,2,740.77
4401,1467,69,4,175.49
4402,1468,65,1,308.91
4403,1468,18,2,128.87
4404,1468,114,3,403.81
4405,1469,59,1,169.88
4406,1469,11,2,489.65
4407,1469,50,3,397.99
4408,1469,64,1,
4409,1470,43,1,330.6
4410,1470,63,2,575.86
4411,1470,131,2,396.05
4412,1471,6,2,46.39
4413,1471,82,2,244.2
4414,1471,128,3,369.54
4415,1471,45,2,415.91
4416,1472,47,2,627.32
4417,1472,1,2,585.67
4418,1472,23,2,71.2
4419,1473,41,3,191.67
4420,1473,3,3,390.52
4421,1473,56,4,31.92
4422,1473,111,2,291.81
4423,1473,100,-1,249.16
4424,1474,103,2,244.5
4425,1474,43,3,339.14
4426,1474,96,4,84.49
4427,1474,24,5,360.88
4428,1475,48,1,23.1
4429,1475,121,2,317.45
4430,1475,11,1,489.65
4431,1475,25,2,253.88
4432,1475,9999,4,214.91
4433,1476,21,2,14.38
4434,1476,117,1,143.1
4435,1477,96,1,84.49
4436,1477,133,1,51.63
4437,1477,87,-1,262.59
4438,1477,34,2,220.1
4439,1477,79,-1,210.8
4440,1478,63,2,575.86
4441,1479,121,1,317.45
4442,1479,122,5,125.5
4443,1479,15,3,
4444,1479,69,5,182.09
4445,1479,5,4,407.25
4446,1480,76,2,383.3
4447,1480,41,1,191.67
4448,1480,118,1,306.5
4449,1480,120,2,
4450,1480,86,3,164.39
4451,1481,133,1,97.51
4452,1481,107,1,376.14
4453,1482,97,4,369.73
4454,1482,8,1,307.7
4455,1482,68,-1,304.43
4456,1482,60,3,16.37
4457,1482,63,3,575.86
4458,1483,12,1,214.91
4459,1484,26,1,264.67
4460,1484,97,2,369.73
4461,1484,136,2,319.80
4462,1485,133,1,97.51
4463,1485,120,1,201.77
4464,1485,83,5,319.19
4465,1485,47,2,734.13
4466,1486,88,1,238.01
4467,1487,100,2,249.16
4468,1487,52,3,171.01
4469,1487,42,1,91.53
4470,1488,98,3,243.42
4471,1488,28,4,222.75
4472,1489,126,3,200.63
4473,1489,117,4,143.10
4474,1489,109,1,579.16
4475,1489,44,-1,108.79
4476,1489,120,1,201.77
4477,1490,15,2,81.29
4478,1490,7,2,152.65
4479,1490,128,3,369.54
4480,1490,63,3,575.86
4481,1490,13,3,231.11
4482,1491,116,4,359.58
4483,1491,118,2,306.5
4484,1492,75,1,347.56
4485,1492,106,2,252.84
4486,1492,33,1,407.76
4487,1492,69,4,175.49
4488,1492,44,1,116.64
4489,1493,31,2,59.65
4490,1493,134,2,26.21
4491,1493,114,0,403.81
4492,1493,99,1,140.32
4493,1493,98,2,243.42
4494,1494,24,1,360.88
4495,1494,107,2,376.14
4496,1495,34,2,220.10
4497,1495,53,1,$37.16
4498,1495,68,2,$304.43
4499,1495,85,1,7.49
4500,1496,24,1,360.88
4501,1496,114,0,403.81
4502,1496,30,1,43.65
4503,1496,109,1,579.16
4504,1496,124,4,58.04
4505,1497,111,1,291.81
4506,1497,93,1,345.11
4507,1497,83,1,180.75
4508,1497,70,5,379.91
4509,1498,102,1,122.57
4510,1499,136,2,314.21
4511,1499,126,1,200.63
4512,1499,28,5,222.75
4513,1500,36,4,19.3
4514,1500,35,5,152.88
4515,1500,80,1,144.45
4516,1500,109,-1,$579.16
4517,1501,91,1,243.25
4518,1501,137,1,307.7
4519,1501,72,2,404.50
4520,1502,19,1,67.77
4521,1502,7,3,152.65
4522,1502,9,1,178.19
4523,1503,122,2,125.5
4524,1504,126,1,200.63
4525,1504,52,1,171.01
4526,1505,61,1,101.6
4527,1506,108,3,242.9
4528,1506,131,2,256.81
4529,1506,17,1,185.99
4530,1506,124,3,58.04
4531,1506,92,1,339.88
4532,1507,26,0,264.67
4533,1507,93,0,345.11
4534,1507,127,1,625.0
4535,1508,18,4,128.87
4536,1508,52,3,171.01
4537,1508,9999,2,97.51
4538,1508,6,1,46.39
4539,1508,129,1,535.98
4540,1509,50,2,397.99
4541,1509,56,1,31.92
4542,1509,73,1,331.02
4543,1509,17,2,185.99
4544,1510,66,3,231.0
4545,1510,82,2,330.66
4546,1510,111,1,219.67
4547,1510,136,3,314.21
4548,1511,25,3,253.88
4549,1511,116,1,359.58
4550,1511,109,3,579.16
4551,1511,104,5,98.77 JOD
4552,1512,1,1,585.67
4553,1512,10,2,28.04
4554,1513,65,3,308.91
4555,1514,79,3,210.80
4556,1514,109,1,579.16
4557,1514,75,1,347.56
4558,1514,66,2,231.00
4559,1515,130,1,59.94
4560,1515,16,1,148.16
4561,1516,63,3,575.86
4562,1516,27,2,112.66
4563,1517,60,1,16.37
4564,1517,127,1,587.72
4565,1517,64,1,265.5
4566,1517,15,4,81.29
4567,1518,13,1,186.29
4568,1518,23,-1,68.95
4569,1518,63,3,575.86
4570,1518,12,-1,214.91
4571,1519,8,5,442.56
4572,1519,76,2,383.30
4573,1520,105,1,528.06
4574,1521,32,1,105.62
4575,1521,78,1,121.77
4576,1522,134,2,40.00
4577,1522,9999,2,253.25
4578,1522,62,1,263.11
4579,1522,37,-1,241.65
4580,1523,22,2,36.29
4581,1523,14,3,429.63
4582,1523,98,1,182.97
4583,1523,1,3,585.67
4584,1523,113,2,191.78
4585,1524,53,1,37.16
4586,1524,127,1,587.72
4587,1525,124,1,58.04
4588,1525,27,2,112.66
4589,1525,60,1,10.55
4590,1525,117,2,143.10
4591,1526,121,2,317.45
4592,1526,15,3,81.29
4593,1526,24,1,360.88
4594,1526,41,1,191.67
4595,1526,119,2,$528.68
4596,1527,14,1,572.02
4597,1527,100,1,249.16
4598,1527,89,1,390.56
4599,1528,117,4,143.1
4600,1528,133,3,97.51
4601,1528,92,2,444.27
4602,1528,50,2,397.99
4603,1529,3,3,390.52
4604,1529,50,1,397.99
4605,1530,18,3,128.87
4606,1530,101,3,95.6
4607,1530,89,3,403.36
4608,1530,49,1,206.38
4609,1531,88,2,238.01
4610,1531,16,3,148.16
4611,1531,36,1,19.3
4612,1532,41,3,191.67 JOD
4613,1532,65,1,325.2
4614,1532,47,2,616.96
4615,1532,136,1,314.21
4616,1533,97,2,364.67
4617,1533,10,2,28.04
4618,1533,124,2,58.04
4619,1533,26,2,264.67
4620,1533,104,1,98.77
4621,1534,70,1,379.91
4622,1534,135,2,18.43
4623,1534,44,1,106.04
4624,1535,80,2,144.45
4625,1535,31,5,71.76
4626,1535,13,1,186.29
4627,1535,64,1,265.5
4628,1536,43,1,330.6
4629,1536,113,3,191.78
4630,1536,40,3,199.53
4631,1536,69,4,175.49
4632,1536,23,1,68.95
4633,1537,36,1,19.30
4634,1538,15,1,81.29
4635,1538,79,3,210.8
4636,1538,31,2,71.76
4637,1538,61,1,97.52
4638,1539,89,5,403.36
4639,1539,69,1,175.49
4640,1539,135,2,18.43
4641,1539,77,3,101.15
4642,1539,10,2,28.04
4643,1540,37,3,241.65
4644,1541,12,1,214.91
4645,1541,105,1,528.06
4646,1541,100,4,249.16
4647,1541,97,1,369.73
4648,1542,81,1,121.47
4649,1543,81,2,121.47
4650,1543,2,1,190.97
4651,1544,5,3,407.25
4652,1544,68,0,304.43
4653,1544,95,1,545.43
4654,1544,81,1,121.47
4655,1545,28,2,222.75
4656,1546,88,-1,238.01
4657,1546,41,2,191.67
4658,1546,71,1,374.89
4659,1546,39,3,253.25
4660,1547,21,2,14.38
4661,1547,50,1,397.99
4662,1548,9,1,178.19
4663,1548,132,0,82.53
4664,1548,48,3,14.89
4665,1548,103,1,244.5
4666,1549,24,2,$360.88
4667,1549,70,2,$379.91
4668,1549,82,2,244.2
4669,1549,87,1,358.41
4670,1550,12,1,214.91
4671,1550,133,1,97.51
4672,1551,70,4,379.91
4673,1551,133,1,97.51
4674,1551,9,1,178.19
4675,1551,115,2,302.06
4676,1551,2,1,190.97
4677,1552,118,1,306.50
4678,1552,89,3,456.41
4679,1552,91,1,243.25
4680,1553,2,1,190.97
4681,1553,102,2,169.19
4682,1553,13,2,186.29
4683,1554,25,0,253.88
4684,1554,92,1,339.88
4685,1554,33,1,407.76
4686,1554,83,1,319.19
4687,1554,116,1,359.58
4688,1555,117,3,143.1
4689,1556,105,1,528.06
4690,1556,68,2,210.47
4691,1556,75,2,347.56
4692,1556,106,1,252.84
4693,1557,99,1,140.32
4694,1557,105,1,528.06
4695,1557,126,-1,200.63
4696,1557,91,1,243.25
4697,1557,102,1,169.19
4698,1558,14,2,429.63
4699,1558,126,0,200.63
4700,1559,9999,1,213.11
4701,1559,29,1,181.96
4702,1559,59,1,169.88
4703,1559,46,2,136.73
4704,1559,34,1,220.1
4705,1560,23,2,68.95
4706,1560,27,2,112.66
4707,1560,112,1,183.26
4708,1560,137,0,307.7
4709,1560,116,3,359.58
4710,1561,87,1,262.59
4711,1561,4,1,546.12
4712,1561,135,1,20.12
4713,1562,60,3,14.24
4714,1562,27,3,112.66
4715,1563,121,4,317.45
4716,1563,68,2,304.43
4717,1563,129,2,535.98
4718,1564,102,1,169.19
4719,1564,14,1,429.63
4720,1564,6,3,56.36
4721,1565,5,3,407.25
4722,1565,72,2,404.5
4723,1565,24,2,360.88
4724,1565,9,2,178.19
4725,1566,26,3,264.67
4726,1566,77,1,101.15
4727,1566,4,1,$546.12
4728,1567,42,2,91.53
4729,1567,111,1,291.81
4730,1567,134,2,40.0
4731,1567,130,2,59.94
4732,1568,99,0,140.32
4733,1569,129,2,473.87
4734,1569,105,3,528.06
4735,1569,32,2,105.62 JOD
4736,1569,11,1,$489.65
4737,1569,114,1,403.81
4738,1570,131,1,$396.05
4739,1570,76,0,383.30
4740,1570,120,2,201.77
4741,1570,117,4,143.10
4742,1571,55,2,216.25
4743,1572,30,1,43.65
4744,1572,59,1,169.88
4745,1572,132,3,101.95
4746,1573,130,1,59.94
4747,1573,135,3,18.43
4748,1573,62,1,205.4
4749,1574,104,2,98.77
4750,1574,84,2,455.31
4751,1574,78,3,121.77
4752,1574,116,2,359.58
4753,1574,45,1,415.91
4754,1575,43,1,330.60
4755,1575,55,1,216.25
4756,1575,124,3,58.04
4757,1575,37,1,241.65
4758,1576,110,1,193.85
4759,1576,47,1,546.97
4760,1576,129,2,535.98
4761,1576,34,4,220.1
4762,1577,22,1,28.01
4763,1577,9,3,$178.19
4764,1577,84,1,455.31
4765,1577,111,2,291.81
4766,1577,38,1,454.8
4767,1578,35,5,152.88
4768,1578,100,3,249.16
4769,1578,39,5,253.25
4770,1578,126,3,267.4
4771,1578,60,1,16.37
4772,1579,107,3,468.61
4773,1579,11,-1,489.65
4774,1580,104,4,98.77
4775,1581,60,0,16.37
4776,1581,68,1,304.43
4777,1582,100,1,249.16
4778,1582,2,2,190.97
4779,1582,55,2,216.25
4780,1583,83,0,319.19
4781,1583,47,1,627.32 JOD
4782,1583,2,1,190.97
4783,1583,127,2,587.72
4784,1583,38,1,454.8
4785,1584,121,0,317.45
4786,1584,90,-1,56.52
4787,1584,40,1,199.53
4788,1585,18,3,128.87
4789,1586,69,1,202.65
4790,1586,14,3,429.63
4791,1586,12,2,214.91
4792,1586,110,1,193.85
4793,1587,44,3,106.04
4794,1587,67,2,291.96
4795,1587,96,1,84.49
4796,1588,15,2,81.29
4797,1588,54,2,89.36
4798,1588,31,4,71.76
4799,1589,121,4,317.45
4800,1590,73,3,331.02
4801,1590,82,1,244.2
4802,1591,16,3,148.16
4803,1591,101,5,95.6
4804,1591,124,2,58.04
4805,1592,111,1,291.81
4806,1592,9999,0,331.02
4807,1592,39,2,184.84
4808,1592,88,2,238.01
4809,1592,77,1,101.15
4810,1593,94,0,389.5
4811,1593,64,2,149.32
4812,1593,114,5,403.81
4813,1594,10,2,28.04
4814,1594,20,1,110.76
4815,1594,105,1,528.06
4816,1594,8,4,183.82
4817,1594,84,3,455.31
4818,1595,87,3,262.59
4819,1595,29,2,181.96
4820,1595,1,3,585.67
4821,1595,75,2,347.56
4822,1596,64,1,265.5
4823,1596,102,3,169.19
4824,1596,4,2,546.12
4825,1597,125,1,552.19
4826,1598,41,2,$191.67
4827,1598,49,5,206.38
4828,1599,128,1,369.54
4829,1599,13,1,186.29
4830,1599,74,1,34.31
4831,1599,8,2,307.70 JOD
4832,1599,63,1,575.86
4833,1600,7,3,152.65
4834,1601,41,1,191.67
4835,1601,75,1,347.56
4836,1602,1,3,585.67
4837,1602,77,1,101.15
4838,1603,38,1,454.8
4839,1604,103,2,244.5
4840,1604,46,2,136.73
4841,1604,86,4,164.39
4842,1605,136,3,314.21
4843,1605,104,2,98.77
4844,1605,10,2,16.2
4845,1605,40,1,199.53
4846,1605,53,4,37.16
4847,1606,22,1,36.29
4848,1607,106,1,252.84
4849,1607,34,1,220.1
4850,1607,79,3,210.8
4851,1607,21,1,14.38
4852,1607,130,2,$59.94
4853,1608,127,3,587.72
4854,1608,21,1,14.38 JOD
4855,1608,81,1,121.47
4856,1608,95,4,545.43
4857,1609,124,1,58.04
4858,1610,104,5,98.77
4859,1610,121,3,374.7
4860,1610,9999,1,306.50
4861,1610,8,5,307.7
4862,1611,103,5,244.5
4863,1611,55,3,216.25
4864,1611,108,1,242.9
4865,1611,85,2,8.08
4866,1612,50,4,397.99
4867,1612,12,2,214.91
4868,1612,133,2,97.51
4869,1613,14,2,429.63
4870,1613,61,1,101.6
4871,1614,99,1,140.32
4872,1614,88,4,238.01
4873,1615,12,1,214.91
4874,1616,80,1,144.45
4875,1616,20,3,110.76
4876,1616,41,1,191.67
4877,1616,3,3,390.52
4878,1616,104,3,77.34
4879,1617,129,1,535.98
4880,1617,132,3,82.53
4881,1617,64,3,265.5
4882,1617,78,3,121.77
4883,1618,103,2,244.5
4884,1618,45,1,415.91
4885,1618,101,3,95.6
4886,1618,86,1,164.39
4887,1618,18,3,128.87
4888,1619,99,1,140.32
4889,1619,55,1,216.25
4890,1619,67,1,291.96
4891,1619,74,1,34.31
4892,1619,82,1,244.2
4893,1620,109,5,723.44
4894,1620,128,5,265.62
4895,1620,42,-1,91.53
4896,1621,33,4,407.76
4897,1621,51,2,286.54
4898,1621,28,2,222.75
4899,1621,86,1,164.39
4900,1622,56,1,31.92
4901,1622,104,3,98.77
4902,1623,132,2,82.53
4903,1624,56,3,
4904,1624,70,3,379.91
4905,1624,71,3,374.89
4906,1624,97,2,369.73
4907,1624,104,0,98.77
4908,1625,67,2,291.96
4909,1626,49,2,206.38
4910,1626,52,1,171.01
4911,1626,134,1,40.0
4912,1627,12,1,214.91
4913,1627,128,1,369.54
4914,1627,105,-1,528.06
4915,1628,7,3,
4916,1628,90,2,56.52
4917,1628,27,3,112.66
4918,1628,102,1,169.19
4919,1629,69,1,175.49
4920,1629,18,1,128.87
4921,1629,37,1,241.65
4922,1630,14,1,569.52
4923,1630,36,1,
4924,1631,29,2,181.96
4925,1632,115,1,302.06
4926,1632,126,2,200.63
4927,1632,77,1,101.15
4928,1633,110,2,193.85
4929,1633,94,2,389.5
4930,1633,96,4,84.49
4931,1634,133,2,97.51
4932,1635,98,4,243.42
4933,1635,25,5,253.88
4934,1636,24,1,360.88
4935,1637,7,0,152.65
4936,1637,81,1,121.47
4937,1638,113,2,191.78
4938,1638,29,1,181.96
4939,1638,63,1,575.86
4940,1638,106,1,248.14
4941,1639,57,-1,213.11
4942,1639,114,2,403.81
4943,1639,104,1,98.77
4944,1639,136,-1,314.21
4945,1640,12,1,258.12
4946,1640,137,1,307.7
4947,1640,9999,1,190.97
4948,1641,31,-1,71.76
4949,1641,12,3,214.91
4950,1641,48,1,23.10
4951,1641,112,1,183.26 JOD
4952,1642,101,3,95.6
4953,1642,117,2,143.1
4954,1643,97,2,369.73
4955,1643,57,1,$213.11
4956,1643,49,1,206.38
4957,1643,92,5,339.88
4958,1644,93,1,345.11
4959,1644,55,1,216.25
4960,1645,59,1,169.88
4961,1645,89,2,403.36
4962,1645,129,1,$535.98
4963,1645,9,1,139.33
4964,1646,123,1,151.87
4965,1646,54,-1,89.36
4966,1646,128,1,369.54
4967,1646,51,3,286.54
4968,1646,124,3,58.04
4969,1647,91,2,243.25
4970,1647,18,1,128.87
4971,1647,86,3,164.39
4972,1648,26,4,264.67 JOD
4973,1648,16,1,148.16
4974,1648,131,4,396.05
4975,1649,1,1,585.67
4976,1649,27,1,112.66
4977,1649,101,2,95.60
4978,1649,38,1,$454.80
4979,1649,8,1,408.00
4980,1650,135,1,$20.13
4981,1650,9999,1,244.2
4982,1650,105,2,528.06
4983,1651,78,1,121.77
4984,1651,122,1,125.50
4985,1651,94,3,389.50
4986,1651,118,3,306.5
4987,1652,92,1,339.88
4988,1652,86,2,164.39
4989,1653,66,1,231.0
4990,1653,14,1,429.63
4991,1653,110,3,288.37
4992,1653,74,2,35.82
4993,1654,122,1,125.50
4994,1654,56,1,31.92
4995,1654,120,1,201.77
4996,1655,34,2,220.10
4997,1655,43,5,330.6
4998,1656,58,1,109.02
4999,1657,16,1,148.16
5000,1657,129,3,535.98
5001,1657,38,1,454.80
5002,1658,15,1,81.29
5003,1658,118,2,306.5
5004,1658,49,1,206.38
5005,1658,113,1,191.78
5006,1658,2,5,190.97
5007,1659,12,5,214.91
5008,1659,106,-1,252.84
5009,1660,108,-1,242.9
5010,1660,76,1,
5011,1660,104,1,98.77
5012,1661,51,1,286.54
5013,1661,6,3,46.39
5014,1661,50,1,397.99
5015,1661,119,1,528.68
5016,1662,117,0,143.1
5017,1662,130,1,59.94
5018,1662,5,1,407.25
5019,1662,10,1,21.67
5020,1663,6,1,46.39
5021,1663,49,4,206.38
5022,1663,2,2,190.97
5023,1663,65,2,308.91
5024,1664,53,1,37.16
5025,1664,47,-1,627.32
